pedido_id,data_emissao,cliente_id,razao_social,vendedor_id,vendedor,regiao,sku,descricao,categoria,fornecedor,quantidade,preco_unit,desconto_pct,valor_total,custo_total,margem_bruta_pct,forma_pagamento,prazo_dias,status
PED-101204,2024-03-20,AUR-0013,Juliana Oliveira Materiais Elétricos Ltda,V002,Marcos Tavares,SP-Capital,QDR-0028,DR Tetrapolar 30mA 40A Schneider,Quadros e Disjuntores,Schneider,12,428.93,0.61,2813.57,1894.2,32.68,PIX,15,Faturado
PED-101204,2024-03-20,AUR-0013,Juliana Oliveira Materiais Elétricos Ltda,V002,Marcos Tavares,SP-Capital,QDR-0022,Quadro Distribuição 12DIN Steck,Quadros e Disjuntores,Steck,6,137.72,2.68,442.3,291.06,34.19,PIX,30,Faturado
PED-101205,2024-03-20,AUR-0148,Roberto Fernandes Instaladora Ltda,V006,Eduarda Carvalho,Interior-SP,INFRA-0033,Caixa de Passagem 200x200x100 PVC,Automação e Infra,Tramontina,17,75.72,3.76,1238.86,819.4,33.86,PIX,0,Faturado
PED-101206,2024-03-20,AUR-0377,Vanessa Costa Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,LED-0011,Painel LED 60x60 48W 6500K,Iluminação LED,Importado-CN,3,114.42,2.63,334.23,267.05,20.1,Boleto,15,Faturado
PED-101206,2024-03-20,AUR-0377,Vanessa Costa Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,QDR-0025,Disjuntor Bipolar 40A Curva C Steck,Quadros e Disjuntores,Steck,3,64.48,2.34,188.91,115.2,39.02,Cartão,15,Faturado
PED-101206,2024-03-20,AUR-0377,Vanessa Costa Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,QDR-0022,Quadro Distribuição 12DIN Steck,Quadros e Disjuntores,Steck,20,136.29,1.58,2682.73,1764.0,34.25,Boleto,30,Faturado
PED-101206,2024-03-20,AUR-0377,Vanessa Costa Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,LED-0017,Spot LED 5W Embutir Empalux,Iluminação LED,Empalux,9,14.05,1.49,124.58,79.01,36.58,PIX,15,Faturado
PED-101206,2024-03-20,AUR-0377,Vanessa Costa Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,QDR-0024,Disjuntor Monopolar 25A Curva C Steck,Quadros e Disjuntores,Steck,11,19.03,3.7,201.62,129.8,35.62,PIX,0,Faturado
PED-101206,2024-03-20,AUR-0377,Vanessa Costa Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,INFRA-0035,Tomada 2P+T 20A Branca Tramontina,Automação e Infra,Tramontina,11,18.53,1.53,200.7,134.2,33.13,Boleto,15,Faturado
PED-101207,2024-03-20,AUR-0011,Ricardo Costa Materiais Elétricos Ltda,V002,Marcos Tavares,SP-Capital,CABO-0004,"Cabo PP 3x1,5mm² 100m Cobrecom",Cabos e Fios,Cobrecom,2,208.19,2.59,223.07,157.08,29.58,Cartão,15,Faturado
PED-101207,2024-03-20,AUR-0011,Ricardo Costa Materiais Elétricos Ltda,V002,Marcos Tavares,SP-Capital,INFRA-0038,Sensor de Presença Bivolt Intelbras,Automação e Infra,Intelbras,7,121.25,3.8,449.04,300.3,33.12,Boleto,30,Faturado
PED-101208,2024-03-20,AUR-0055,Eduardo Almeida Construções Ltda,V005,João Bittencourt,Interior-SP,LED-0018,Fita LED 5m IP65 12V Stella,Iluminação LED,Stella,16,67.63,1.04,1070.84,623.93,41.73,Cartão,15,Faturado
PED-101208,2024-03-20,AUR-0055,Eduardo Almeida Construções Ltda,V005,João Bittencourt,Interior-SP,LED-0011,Painel LED 60x60 48W 6500K,Iluminação LED,Importado-CN,1,125.06,1.04,123.75,89.02,28.06,Cartão,15,Faturado
PED-101208,2024-03-20,AUR-0055,Eduardo Almeida Construções Ltda,V005,João Bittencourt,Interior-SP,LED-0013,Lâmpada LED Bulbo 9W E27 Empalux,Iluminação LED,Empalux,8,14.33,3.9,110.21,63.7,42.2,PIX,0,Faturado
PED-101208,2024-03-20,AUR-0055,Eduardo Almeida Construções Ltda,V005,João Bittencourt,Interior-SP,LED-0012,Painel LED 30x60 24W 6500K,Iluminação LED,Importado-CN,15,70.55,0.83,1049.54,802.37,23.55,Boleto,0,Faturado
PED-101209,2024-03-20,AUR-0286,Roberto Fernandes Comércio Elétrico Ltda,V004,Roberto Almeida,SP-Capital,QDR-0026,Disjuntor Tripolar 63A Curva C Schneider,Quadros e Disjuntores,Schneider,10,185.4,1.93,1818.15,1240.0,31.8,Cartão,30,Faturado
PED-101209,2024-03-20,AUR-0286,Roberto Fernandes Comércio Elétrico Ltda,V004,Roberto Almeida,SP-Capital,CABO-0001,"Cabo Flex 2,5mm² 100m Prysmian",Cabos e Fios,Prysmian,4,290.73,1.93,1140.44,793.6,30.41,PIX,30,Faturado
PED-101209,2024-03-20,AUR-0286,Roberto Fernandes Comércio Elétrico Ltda,V004,Roberto Almeida,SP-Capital,LED-0016,Refletor LED 100W IP65 Avant,Iluminação LED,Avant,15,163.77,2.96,2383.75,1721.12,27.8,Boleto,15,Faturado
PED-101209,2024-03-20,AUR-0286,Roberto Fernandes Comércio Elétrico Ltda,V004,Roberto Almeida,SP-Capital,INFRA-0031,"Eletroduto Flexível 3/4"" 50m Tigre",Automação e Infra,Tigre,4,119.6,2.76,465.22,313.6,32.59,PIX,30,Faturado
PED-101209,2024-03-20,AUR-0286,Roberto Fernandes Comércio Elétrico Ltda,V004,Roberto Almeida,SP-Capital,QDR-0027,DR Bipolar 30mA 25A Schneider,Quadros e Disjuntores,Schneider,6,228.77,2.0,1345.21,853.2,36.57,PIX,28,Faturado
PED-101210,2024-03-20,AUR-0290,Vanessa Oliveira Materiais Elétricos Ltda,V003,Patricia Yoshida,SP-Capital,LED-0020,Plafon LED 24W 6500K,Iluminação LED,Importado-CN,4,70.93,3.26,274.48,174.77,36.33,PIX,0,Cancelado
PED-101210,2024-03-20,AUR-0290,Vanessa Oliveira Materiais Elétricos Ltda,V003,Patricia Yoshida,SP-Capital,LED-0015,Refletor LED 50W IP65 Avant,Iluminação LED,Avant,6,95.09,1.19,563.76,393.22,30.25,Boleto,30,Faturado
PED-101210,2024-03-20,AUR-0290,Vanessa Oliveira Materiais Elétricos Ltda,V003,Patricia Yoshida,SP-Capital,LED-0017,Spot LED 5W Embutir Empalux,Iluminação LED,Empalux,20,14.15,1.19,279.61,175.58,37.21,Cartão,0,Faturado
PED-101211,2024-03-20,AUR-0182,Ana Silva Engenharia Ltda,V004,Roberto Almeida,SP-Capital,INFRA-0039,Câmera IP Bullet 2MP Intelbras,Automação e Infra,Intelbras,1,474.48,3.65,457.17,312.0,31.75,Cartão,0,Faturado
PED-101211,2024-03-20,AUR-0182,Ana Silva Engenharia Ltda,V004,Roberto Almeida,SP-Capital,INFRA-0037,Conector Wago 3 Vias 32A,Automação e Infra,Wago,16,8.93,0.92,141.64,76.8,45.78,PIX,28,Faturado
PED-101211,2024-03-20,AUR-0182,Ana Silva Engenharia Ltda,V004,Roberto Almeida,SP-Capital,CABO-0008,"Fio Sólido 2,5mm² 100m Prysmian",Cabos e Fios,Prysmian,4,212.85,0.49,847.18,568.0,32.95,PIX,28,Faturado
PED-101211,2024-03-20,AUR-0182,Ana Silva Engenharia Ltda,V004,Roberto Almeida,SP-Capital,INFRA-0036,Interruptor Simples Tramontina Linha Lux,Automação e Infra,Tramontina,19,15.39,1.59,287.84,186.2,35.31,Cartão,15,Faturado
PED-101212,2024-03-20,AUR-0260,Camila Almeida Construções Ltda,V001,Carla Mendes,SP-Capital,LED-0012,Painel LED 30x60 24W 6500K,Iluminação LED,Importado-CN,4,78.26,3.69,301.5,213.97,29.03,PIX,15,Faturado
PED-101212,2024-03-20,AUR-0260,Camila Almeida Construções Ltda,V001,Carla Mendes,SP-Capital,QDR-0026,Disjuntor Tripolar 63A Curva C Schneider,Quadros e Disjuntores,Schneider,5,193.07,1.36,952.18,620.0,34.89,PIX,30,Faturado
PED-101212,2024-03-20,AUR-0260,Camila Almeida Construções Ltda,V001,Carla Mendes,SP-Capital,CABO-0001,"Cabo Flex 2,5mm² 100m Prysmian",Cabos e Fios,Prysmian,2,272.43,1.69,535.62,396.8,25.92,Cartão,0,Faturado
PED-101213,2024-03-20,AUR-0287,Marcos Fernandes Comércio Elétrico Ltda,V008,Luana Prado,Sul-MG,LED-0018,Fita LED 5m IP65 12V Stella,Iluminação LED,Stella,17,59.8,3.46,981.37,662.93,32.45,Cartão,15,Faturado
PED-101213,2024-03-20,AUR-0287,Marcos Fernandes Comércio Elétrico Ltda,V008,Luana Prado,Sul-MG,LED-0013,Lâmpada LED Bulbo 9W E27 Empalux,Iluminação LED,Empalux,12,14.76,3.02,171.81,95.55,44.39,Boleto,15,Faturado
PED-101214,2024-03-20,AUR-0350,Vanessa Fernandes Construções Ltda,V007,Diego Salgueiro,Sul-MG,QDR-0027,DR Bipolar 30mA 25A Schneider,Quadros e Disjuntores,Schneider,12,214.25,5.54,2428.56,1706.4,29.74,Boleto,30,Faturado
PED-101215,2024-03-20,AUR-0191,Vanessa Oliveira Engenharia Ltda,V007,Diego Salgueiro,Sul-MG,LED-0014,Lâmpada LED Bulbo 12W E27 Empalux,Iluminação LED,Empalux,12,17.69,5.5,200.57,115.15,42.59,PIX,30,Faturado
PED-101215,2024-03-20,AUR-0191,Vanessa Oliveira Engenharia Ltda,V007,Diego Salgueiro,Sul-MG,LED-0020,Plafon LED 24W 6500K,Iluminação LED,Importado-CN,2,74.73,5.06,141.9,87.38,38.42,Boleto,45,Faturado
PED-101216,2024-03-20,AUR-0319,Vanessa Costa Instaladora Ltda,V005,João Bittencourt,Interior-SP,INFRA-0038,Sensor de Presença Bivolt Intelbras,Automação e Infra,Intelbras,16,123.21,0.05,1970.39,1248.0,36.66,PIX,28,Faturado
PED-101216,2024-03-20,AUR-0319,Vanessa Costa Instaladora Ltda,V005,João Bittencourt,Interior-SP,INFRA-0039,Câmera IP Bullet 2MP Intelbras,Automação e Infra,Intelbras,15,456.23,3.72,6589.23,4680.0,28.98,PIX,30,Faturado
PED-101217,2024-03-20,AUR-0104,Eduardo Almeida Comércio Elétrico Ltda,V005,João Bittencourt,Interior-SP,INFRA-0033,Caixa de Passagem 200x200x100 PVC,Automação e Infra,Tramontina,15,80.96,3.57,1171.05,723.0,38.26,Boleto,0,Faturado
PED-101217,2024-03-20,AUR-0104,Eduardo Almeida Comércio Elétrico Ltda,V005,João Bittencourt,Interior-SP,CABO-0009,Cabo de Rede CAT6 305m Furukawa,Cabos e Fios,Furukawa,2,912.67,2.79,1774.34,1224.0,31.02,PIX,28,Faturado
PED-101218,2024-03-20,AUR-0218,Roberto Fernandes Materiais Elétricos Ltda,V006,Eduarda Carvalho,Interior-SP,LED-0015,Refletor LED 50W IP65 Avant,Iluminação LED,Avant,18,97.68,0.84,1743.63,1179.67,32.34,Boleto,30,Faturado
PED-101218,2024-03-20,AUR-0218,Roberto Fernandes Materiais Elétricos Ltda,V006,Eduarda Carvalho,Interior-SP,INFRA-0036,Interruptor Simples Tramontina Linha Lux,Automação e Infra,Tramontina,9,15.43,2.23,135.75,88.2,35.03,Boleto,30,Faturado
PED-101218,2024-03-20,AUR-0218,Roberto Fernandes Materiais Elétricos Ltda,V006,Eduarda Carvalho,Interior-SP,QDR-0030,Contator Tripolar 25A WEG,Quadros e Disjuntores,WEG,14,277.47,0.04,3883.18,2578.8,33.59,Boleto,15,Faturado
PED-101219,2024-03-21,AUR-0368,Juliana Silva Materiais Elétricos Ltda,V003,Patricia Yoshida,SP-Capital,QDR-0030,Contator Tripolar 25A WEG,Quadros e Disjuntores,WEG,8,276.95,2.56,2158.97,1473.6,31.75,Boleto,15,Faturado
PED-101219,2024-03-21,AUR-0368,Juliana Silva Materiais Elétricos Ltda,V003,Patricia Yoshida,SP-Capital,CABO-0003,"Cabo Flex 6,0mm² 100m Prysmian",Cabos e Fios,Prysmian,2,675.94,1.06,1337.59,976.4,27.0,Boleto,30,Faturado
PED-101219,2024-03-21,AUR-0368,Juliana Silva Materiais Elétricos Ltda,V003,Patricia Yoshida,SP-Capital,QDR-0029,DPS Classe II 275V 20kA Clamper,Quadros e Disjuntores,Clamper,11,50.89,3.93,537.79,312.4,41.91,Boleto,28,Faturado
PED-101219,2024-03-21,AUR-0368,Juliana Silva Materiais Elétricos Ltda,V003,Patricia Yoshida,SP-Capital,CABO-0008,"Fio Sólido 2,5mm² 100m Prysmian",Cabos e Fios,Prysmian,1,202.41,1.12,200.13,142.0,29.05,Cartão,15,Faturado
PED-101220,2024-03-21,AUR-0245,Eduardo Oliveira Engenharia Ltda,V002,Marcos Tavares,SP-Capital,INFRA-0035,Tomada 2P+T 20A Branca Tramontina,Automação e Infra,Tramontina,3,20.87,1.55,33.9,20.13,40.62,Boleto,28,Faturado
PED-101220,2024-03-21,AUR-0245,Eduardo Oliveira Engenharia Ltda,V002,Marcos Tavares,SP-Capital,LED-0011,Painel LED 60x60 48W 6500K,Iluminação LED,Importado-CN,16,111.11,2.38,954.53,783.35,17.93,Cartão,28,Faturado
PED-101220,2024-03-21,AUR-0245,Eduardo Oliveira Engenharia Ltda,V002,Marcos Tavares,SP-Capital,INFRA-0038,Sensor de Presença Bivolt Intelbras,Automação e Infra,Intelbras,10,127.02,1.65,687.05,429.0,37.56,PIX,0,Faturado
PED-101220,2024-03-21,AUR-0245,Eduardo Oliveira Engenharia Ltda,V002,Marcos Tavares,SP-Capital,CABO-0007,"Fio Sólido 1,5mm² 100m Prysmian",Cabos e Fios,Prysmian,1,130.63,3.97,68.99,48.51,29.69,Boleto,30,Faturado
PED-101221,2024-03-21,AUR-0253,Roberto Santos Instaladora Ltda,V005,João Bittencourt,Interior-SP,QDR-0023,Disjuntor Monopolar 10A Curva C Steck,Quadros e Disjuntores,Steck,14,18.23,0.6,253.65,156.8,38.18,Cartão,30,Faturado
PED-101221,2024-03-21,AUR-0253,Roberto Santos Instaladora Ltda,V005,João Bittencourt,Interior-SP,CABO-0010,Cabo Solar 6mm² 100m Solfio,Cabos e Fios,Solfio,2,532.73,2.31,1040.88,775.2,25.52,Boleto,28,Faturado
PED-101222,2024-03-21,AUR-0014,Construsul & Cia,V008,Luana Prado,Sul-MG,INFRA-0039,Câmera IP Bullet 2MP Intelbras,Automação e Infra,Intelbras,17,466.27,2.74,7709.31,5304.0,31.2,Cartão,28,Faturado
PED-101222,2024-03-21,AUR-0014,Construsul & Cia,V008,Luana Prado,Sul-MG,QDR-0027,DR Bipolar 30mA 25A Schneider,Quadros e Disjuntores,Schneider,1,225.48,1.52,222.06,142.2,35.96,Cartão,15,Faturado
PED-101222,2024-03-21,AUR-0014,Construsul & Cia,V008,Luana Prado,Sul-MG,QDR-0027,DR Bipolar 30mA 25A Schneider,Quadros e Disjuntores,Schneider,3,207.7,0.53,619.81,426.6,31.17,Boleto,30,Faturado
PED-101223,2024-03-21,AUR-0247,Ricardo Silva Comércio Elétrico Ltda,V006,Eduarda Carvalho,Interior-SP,QDR-0029,DPS Classe II 275V 20kA Clamper,Quadros e Disjuntores,Clamper,20,47.47,0.16,947.77,568.0,40.07,Cartão,15,Faturado
PED-101223,2024-03-21,AUR-0247,Ricardo Silva Comércio Elétrico Ltda,V006,Eduarda Carvalho,Interior-SP,INFRA-0037,Conector Wago 3 Vias 32A,Automação e Infra,Wago,19,9.22,1.63,172.36,91.2,47.09,Boleto,15,Faturado
PED-101223,2024-03-21,AUR-0247,Ricardo Silva Comércio Elétrico Ltda,V006,Eduarda Carvalho,Interior-SP,INFRA-0032,Eletroduto Rígido 25mm 3m Tigre,Automação e Infra,Tigre,15,38.87,3.52,562.51,372.0,33.87,Boleto,0,Faturado
PED-101223,2024-03-21,AUR-0247,Ricardo Silva Comércio Elétrico Ltda,V006,Eduarda Carvalho,Interior-SP,CABO-0006,Cabo Coaxial RG6 100m Furukawa,Cabos e Fios,Furukawa,1,275.36,3.04,267.0,178.0,33.33,Boleto,0,Faturado
PED-101223,2024-03-21,AUR-0247,Ricardo Silva Comércio Elétrico Ltda,V006,Eduarda Carvalho,Interior-SP,CABO-0009,Cabo de Rede CAT6 305m Furukawa,Cabos e Fios,Furukawa,2,828.38,2.64,1612.97,1224.0,24.12,PIX,30,Faturado
PED-101224,2024-03-21,AUR-0367,Ana Pereira Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,LED-0011,Painel LED 60x60 48W 6500K,Iluminação LED,Importado-CN,8,113.31,5.77,854.21,712.13,16.63,Boleto,30,Faturado
PED-101224,2024-03-21,AUR-0367,Ana Pereira Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,CABO-0010,Cabo Solar 6mm² 100m Solfio,Cabos e Fios,Solfio,2,549.1,5.72,1035.42,775.2,25.13,Boleto,45,Faturado
PED-101225,2024-03-21,AUR-0223,Ana Pereira Materiais Elétricos Ltda,V002,Marcos Tavares,SP-Capital,QDR-0025,Disjuntor Bipolar 40A Curva C Steck,Quadros e Disjuntores,Steck,19,64.98,1.03,672.0,401.28,40.29,PIX,0,Faturado
PED-101225,2024-03-21,AUR-0223,Ana Pereira Materiais Elétricos Ltda,V002,Marcos Tavares,SP-Capital,QDR-0026,Disjuntor Tripolar 63A Curva C Schneider,Quadros e Disjuntores,Schneider,20,182.33,0.52,1995.13,1364.0,31.63,Boleto,30,Faturado
PED-101225,2024-03-21,AUR-0223,Ana Pereira Materiais Elétricos Ltda,V002,Marcos Tavares,SP-Capital,INFRA-0035,Tomada 2P+T 20A Branca Tramontina,Automação e Infra,Tramontina,13,19.14,0.56,136.11,87.23,35.91,Boleto,0,Faturado
PED-101225,2024-03-21,AUR-0223,Ana Pereira Materiais Elétricos Ltda,V002,Marcos Tavares,SP-Capital,CABO-0009,Cabo de Rede CAT6 305m Furukawa,Cabos e Fios,Furukawa,2,836.38,2.86,893.7,673.2,24.67,PIX,0,Faturado
PED-101226,2024-03-21,AUR-0148,Roberto Fernandes Instaladora Ltda,V006,Eduarda Carvalho,Interior-SP,INFRA-0036,Interruptor Simples Tramontina Linha Lux,Automação e Infra,Tramontina,11,15.8,1.92,170.43,107.8,36.75,Boleto,15,Faturado
PED-101226,2024-03-21,AUR-0148,Roberto Fernandes Instaladora Ltda,V006,Eduarda Carvalho,Interior-SP,CABO-0007,"Fio Sólido 1,5mm² 100m Prysmian",Cabos e Fios,Prysmian,1,138.89,2.53,135.38,88.2,34.85,Cartão,0,Faturado
PED-101226,2024-03-21,AUR-0148,Roberto Fernandes Instaladora Ltda,V006,Eduarda Carvalho,Interior-SP,LED-0017,Spot LED 5W Embutir Empalux,Iluminação LED,Empalux,6,14.02,3.85,80.89,52.67,34.89,PIX,0,Cancelado
PED-101227,2024-03-21,AUR-0248,Fernando Oliveira Engenharia Ltda,V005,João Bittencourt,Interior-SP,LED-0020,Plafon LED 24W 6500K,Iluminação LED,Importado-CN,5,69.66,3.2,337.13,218.46,35.2,Boleto,30,Faturado
PED-101227,2024-03-21,AUR-0248,Fernando Oliveira Engenharia Ltda,V005,João Bittencourt,Interior-SP,INFRA-0036,Interruptor Simples Tramontina Linha Lux,Automação e Infra,Tramontina,17,16.55,1.79,276.28,166.6,39.7,Boleto,0,Faturado
PED-101227,2024-03-21,AUR-0248,Fernando Oliveira Engenharia Ltda,V005,João Bittencourt,Interior-SP,LED-0012,Painel LED 30x60 24W 6500K,Iluminação LED,Importado-CN,2,71.13,2.36,138.91,106.98,22.99,PIX,15,Faturado
PED-101227,2024-03-21,AUR-0248,Fernando Oliveira Engenharia Ltda,V005,João Bittencourt,Interior-SP,CABO-0008,"Fio Sólido 2,5mm² 100m Prysmian",Cabos e Fios,Prysmian,2,218.47,3.67,420.91,284.0,32.53,PIX,0,Faturado
PED-101228,2024-03-21,AUR-0183,Vanessa Pereira Instaladora Ltda,V001,Carla Mendes,SP-Capital,QDR-0027,DR Bipolar 30mA 25A Schneider,Quadros e Disjuntores,Schneider,7,228.57,3.1,1550.33,995.4,35.79,Cartão,15,Faturado
PED-101228,2024-03-21,AUR-0183,Vanessa Pereira Instaladora Ltda,V001,Carla Mendes,SP-Capital,INFRA-0035,Tomada 2P+T 20A Branca Tramontina,Automação e Infra,Tramontina,16,19.77,3.11,306.52,195.2,36.32,PIX,30,Faturado
PED-101229,2024-03-21,AUR-0043,Ricardo Rodrigues Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,LED-0020,Plafon LED 24W 6500K,Iluminação LED,Importado-CN,19,69.63,1.63,1301.36,830.14,36.21,Cartão,15,Faturado
PED-101229,2024-03-21,AUR-0043,Ricardo Rodrigues Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,INFRA-0031,"Eletroduto Flexível 3/4"" 50m Tigre",Automação e Infra,Tigre,4,114.27,0.46,454.98,313.6,31.07,PIX,15,Faturado
PED-101229,2024-03-21,AUR-0043,Ricardo Rodrigues Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,LED-0013,Lâmpada LED Bulbo 9W E27 Empalux,Iluminação LED,Empalux,6,14.76,2.03,86.75,47.77,44.93,Boleto,15,Faturado
PED-101229,2024-03-21,AUR-0043,Ricardo Rodrigues Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,CABO-0002,"Cabo Flex 4,0mm² 100m Prysmian",Cabos e Fios,Prysmian,3,426.97,0.17,1278.79,937.5,26.69,Cartão,28,Faturado
PED-101230,2024-03-21,AUR-0044,TopWatt Distribuidora & Cia,V003,Patricia Yoshida,SP-Capital,CABO-0010,Cabo Solar 6mm² 100m Solfio,Cabos e Fios,Solfio,2,557.22,2.62,1085.2,775.2,28.57,PIX,15,Faturado
PED-101230,2024-03-21,AUR-0044,TopWatt Distribuidora & Cia,V003,Patricia Yoshida,SP-Capital,INFRA-0032,Eletroduto Rígido 25mm 3m Tigre,Automação e Infra,Tigre,12,37.39,3.79,431.67,297.6,31.06,PIX,28,Faturado
PED-101230,2024-03-21,AUR-0044,TopWatt Distribuidora & Cia,V003,Patricia Yoshida,SP-Capital,LED-0018,Fita LED 5m IP65 12V Stella,Iluminação LED,Stella,17,63.91,0.55,1080.53,662.93,38.65,Cartão,15,Faturado
PED-101230,2024-03-21,AUR-0044,TopWatt Distribuidora & Cia,V003,Patricia Yoshida,SP-Capital,CABO-0004,"Cabo PP 3x1,5mm² 100m Cobrecom",Cabos e Fios,Cobrecom,3,204.18,0.53,609.32,428.4,29.69,Boleto,28,Faturado
PED-101230,2024-03-21,AUR-0044,TopWatt Distribuidora & Cia,V003,Patricia Yoshida,SP-Capital,CABO-0002,"Cabo Flex 4,0mm² 100m Prysmian",Cabos e Fios,Prysmian,1,443.49,1.62,436.3,312.5,28.37,Cartão,30,Faturado
PED-101231,2024-03-21,AUR-0155,Vanessa Oliveira Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,LED-0015,Refletor LED 50W IP65 Avant,Iluminação LED,Avant,13,90.87,2.14,1156.0,851.99,26.3,Boleto,28,Faturado
PED-101231,2024-03-21,AUR-0155,Vanessa Oliveira Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,INFRA-0035,Tomada 2P+T 20A Branca Tramontina,Automação e Infra,Tramontina,7,18.83,2.29,128.79,85.4,33.69,Boleto,30,Faturado
PED-101231,2024-03-21,AUR-0155,Vanessa Oliveira Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,CABO-0010,Cabo Solar 6mm² 100m Solfio,Cabos e Fios,Solfio,2,554.24,0.86,1098.89,775.2,29.46,Cartão,0,Faturado
PED-101231,2024-03-21,AUR-0155,Vanessa Oliveira Materiais Elétricos Ltda,V005,João Bittencourt,Interior-SP,QDR-0028,DR Tetrapolar 30mA 40A Schneider,Quadros e Disjuntores,Schneider,2,442.12,3.46,853.67,574.0,32.76,Boleto,30,Faturado
PED-101232,2024-03-21,AUR-0084,Vanessa Pereira Construções Ltda,V001,Carla Mendes,SP-Capital,INFRA-0032,Eletroduto Rígido 25mm 3m Tigre,Automação e Infra,Tigre,3,37.24,2.65,108.75,74.4,31.59,Boleto,0,Faturado
PED-101233,2024-03-21,AUR-0258,Juliana Fernandes Engenharia Ltda,V004,Roberto Almeida,SP-Capital,CABO-0003,"Cabo Flex 6,0mm² 100m Prysmian",Cabos e Fios,Prysmian,1,707.38,1.99,693.34,488.2,29.59,Boleto,30,Faturado
PED-101234,2024-03-21,AUR-0348,Vanessa Costa Engenharia Ltda,V001,Carla Mendes,SP-Capital,INFRA-0037,Conector Wago 3 Vias 32A,Automação e Infra,Wago,5,8.24,3.39,39.81,24.0,39.71,PIX,30,Faturado
PED-101234,2024-03-21,AUR-0348,Vanessa Costa Engenharia Ltda,V001,Carla Mendes,SP-Capital,QDR-0023,Disjuntor Monopolar 10A Curva C Steck,Quadros e Disjuntores,Steck,5,17.97,2.82,87.33,56.0,35.88,Cartão,28,Faturado
PED-101235,2024-03-21,AUR-0150,Camila Santos Materiais Elétricos Ltda,V004,Roberto Almeida,SP-Capital,LED-0013,Lâmpada LED Bulbo 9W E27 Empalux,Iluminação LED,Empalux,16,14.84,2.02,232.67,127.4,45.24,Cartão,15,Faturado
PED-101235,2024-03-21,AUR-0150,Camila Santos Materiais Elétricos Ltda,V004,Roberto Almeida,SP-Capital,QDR-0022,Quadro Distribuição 12DIN Steck,Quadros e Disjuntores,Steck,18,137.99,2.53,2421.13,1587.6,34.43,Boleto,28,Faturado
PED-101235,2024-03-21,AUR-0150,Camila Santos Materiais Elétricos Ltda,V004,Roberto Almeida,SP-Capital,CABO-0008,"Fio Sólido 2,5mm² 100m Prysmian",Cabos e Fios,Prysmian,1,205.9,0.84,204.16,142.0,30.45,Cartão,30,Faturado
PED-101236,2024-03-21,AUR-0158,Juliana Costa Engenharia Ltda,V001,Carla Mendes,SP-Capital,CABO-0002,"Cabo Flex 4,0mm² 100m Prysmian",Cabos e Fios,Prysmian,4,442.22,3.75,1702.65,1250.0,26.59,Boleto,30,Faturado
PED-101236,2024-03-21,AUR-0158,Juliana Costa Engenharia Ltda,V001,Carla Mendes,SP-Capital,CABO-0008,"Fio Sólido 2,5mm² 100m Prysmian",Cabos e Fios,Prysmian,3,219.21,1.2,649.77,426.0,34.44,Boleto,15,Faturado
PED-101237,2024-03-21,AUR-0087,Fernando Fernandes Comércio Elétrico Ltda,V003,Patricia Yoshida,SP-Capital,INFRA-0039,Câmera IP Bullet 2MP Intelbras,Automação e Infra,Intelbras,3,482.75,2.18,1416.67,936.0,33.93,Cartão,0,Faturado
PED-101238,2024-03-21,AUR-0367,Ana Pereira Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,INFRA-0031,"Eletroduto Flexível 3/4"" 50m Tigre",Automação e Infra,Tigre,4,113.13,5.7,426.73,313.6,26.51,Boleto,60,Faturado
PED-101238,2024-03-21,AUR-0367,Ana Pereira Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,INFRA-0031,"Eletroduto Flexível 3/4"" 50m Tigre",Automação e Infra,Tigre,2,123.12,3.03,238.78,156.8,34.33,Boleto,45,Faturado
PED-101238,2024-03-21,AUR-0367,Ana Pereira Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,LED-0013,Lâmpada LED Bulbo 9W E27 Empalux,Iluminação LED,Empalux,11,15.37,4.49,161.52,87.59,45.77,Boleto,60,Faturado
PED-101238,2024-03-21,AUR-0367,Ana Pereira Comércio Elétrico Ltda,V001,Carla Mendes,SP-Capital,LED-0011,Painel LED 60x60 48W 6500K,Iluminação LED,Importado-CN,20,125.5,3.51,2421.96,1780.33,26.49,Boleto,30,Faturado
